Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
80,60,10440,Pave,Corner,Norm,Norm,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,TA,5,0,Detchd,1966,Unf,2,440,Y,74,0,128,0,0,0,MnPrv,5,2009,WD,Normal,110000
81,100,13000,Pave,Corner,Norm,Norm,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,No,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,Gd,8,1,Attchd,1968,Fin,1,509,Y,0,72,0,0,252,0,NA,6,2009,WD,Normal,193500
82,32,4500,Pave,FR2,Norm,Norm,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,No,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,1,TA,5,0,Attchd,1998,Fin,2,405,Y,0,199,0,0,0,0,NA,3,2006,WD,Normal,153500
83,78,10206,Pave,Inside,Norm,Norm,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,1,Gd,6,1,Attchd,2007,RFn,3,758,Y,144,99,0,0,0,0,NA,10,2008,WD,Normal,245000
84,80,8892,Pave,Inside,Norm,Norm,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,TA,6,0,Detchd,1974,Unf,2,461,Y,74,0,0,0,0,0,NA,7,2007,COD,Normal,126500
85,NA,8530,Pave,Inside,Norm,Norm,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,TA,7,1,BuiltIn,1995,Fin,2,400,Y,120,72,0,0,0,0,NA,5,2009,WD,Normal,168500
86,121,16059,Pave,Corner,Norm,Norm,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,Gd,9,1,Attchd,1991,Unf,2,462,Y,127,82,0,0,0,0,NA,4,2006,WD,Normal,260000
87,122,11911,Pave,Inside,Norm,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,Gd,6,1,BuiltIn,2005,Fin,2,400,Y,100,38,0,0,0,0,NA,3,2009,WD,Normal,174000
88,40,3951,Pave,Corner,Norm,Norm,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,Gd,4,0,Detchd,2009,RFn,2,528,Y,0,234,0,0,0,0,NA,6,2009,New,Partial,164500
89,105,8470,Pave,Corner,Feedr,Feedr,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,CBlock,TA,Fa,No,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,1,Fa,6,0,NA,NA,NA,0,0,N,0,0,156,0,0,0,MnPrv,10,2009,ConLD,Abnorml,85000
90,60,8070,Pave,Inside,Norm,Norm,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,1,TA,5,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,8,2007,WD,Normal,123600
91,60,7200,Pave,Inside,Norm,Norm,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,Slab,NA,NA,NA,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,1,TA,4,0,Detchd,1950,Unf,2,420,Y,0,29,0,0,0,0,NA,7,2006,WD,Normal,109900
92,85,8500,Pave,Inside,Norm,Norm,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,1,TA,6,0,Attchd,1961,Unf,2,480,Y,0,0,0,0,0,0,GdWo,12,2006,WD,Abnorml,98600
93,80,13360,Pave,Inside,Norm,Norm,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,No,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,1,TA,5,0,Detchd,1921,Unf,2,432,Y,0,0,44,0,0,0,NA,8,2009,WD,Normal,163500
94,60,7200,Pave,Corner,Norm,Norm,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,Mn,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,2,TA,9,1,Detchd,1900,Unf,2,506,Y,0,0,0,0,99,0,NA,11,2007,WD,Normal,133900
95,69,9337,Pave,Inside,Norm,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,Gd,7,0,Attchd,1997,RFn,2,684,Y,0,162,0,0,0,0,NA,5,2007,WD,Normal,204750
96,NA,9765,Pave,Corner,Norm,Norm,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,TA,6,1,BuiltIn,1993,Fin,2,420,Y,232,63,0,0,0,0,NA,4,2009,WD,Normal,185000
97,78,10264,Pave,Inside,Norm,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,1,Gd,6,0,Attchd,1999,RFn,2,472,Y,158,29,0,0,0,0,NA,8,2006,WD,Normal,214000
98,73,10921,Pave,Inside,Norm,Norm,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,1,TA,6,0,Attchd,1965,Fin,1,432,P,120,0,0,0,0,0,NA,5,2007,WD,Normal,94750
99,85,10625,Pave,Corner,Norm,Norm,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,1,TA,5,0,Basment,1920,Unf,1,366,Y,0,0,77,0,0,0,NA,5,2010,COD,Abnorml,83000
100,77,9320,Pave,Inside,Norm,Norm,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,TA,6,0,NA,NA,NA,0,0,Y,352,0,0,0,0,0,NA,1,2010,WD,Normal,128950
101,NA,10603,Pave,Inside,Norm,Norm,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,PConc,TA,TA,Mn,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,1,Gd,6,2,Attchd,1977,RFn,2,480,Y,168,68,0,0,0,0,NA,2,2010,WD,Normal,205000
102,77,9206,Pave,Inside,Norm,Norm,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,Gd,7,1,Attchd,1985,Fin,2,476,Y,192,46,0,0,0,0,NA,6,2010,WD,Normal,178000
103,64,7018,Pave,Inside,Norm,Norm,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,2,TA,8,0,Attchd,1979,Unf,2,410,Y,0,0,0,0,0,0,NA,6,2009,WD,Alloca,118964
104,94,10402,Pave,Corner,Norm,Norm,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,1,Gd,6,0,Attchd,2009,RFn,3,740,Y,0,36,0,0,0,0,NA,5,2010,WD,Normal,198900
105,NA,7758,Pave,Corner,Norm,Norm,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,PConc,TA,TA,No,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,TA,7,2,Detchd,1951,Unf,1,240,Y,0,0,0,0,184,0,NA,6,2007,WD,Normal,169500
106,75,9375,Pave,Inside,Norm,Norm,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,Gd,9,1,Attchd,2003,RFn,2,648,Y,140,45,0,0,0,0,NA,8,2008,WD,Normal,250000
107,60,10800,Pave,Inside,Norm,Norm,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,BrkTil,Fa,TA,No,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,1,TA,6,0,Detchd,1954,Unf,1,273,N,0,0,0,0,0,0,NA,8,2007,WD,Normal,100000
108,50,6000,Pave,Inside,Norm,Norm,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,1,TA,5,0,Detchd,1948,Unf,1,250,Y,0,0,0,0,0,0,NA,4,2008,WD,Partial,115000
109,85,8500,Pave,Corner,Artery,Norm,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,1,Fa,7,0,NA,NA,NA,0,0,N,0,0,144,0,0,0,NA,8,2007,WD,Normal,115000
110,105,11751,Pave,Inside,Norm,Norm,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,1844,GasA,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,1,TA,7,1,Attchd,1977,RFn,2,546,Y,0,122,0,0,0,0,MnPrv,1,2010,COD,Normal,190000
111,75,9525,Pave,Inside,Norm,Norm,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,994,GasA,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,1,TA,7,0,Attchd,1954,Unf,1,325,Y,182,0,0,0,0,0,NA,10,2006,WD,Normal,136900
112,NA,7750,Pave,Inside,Norm,Norm,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,TA,7,1,BuiltIn,2000,Fin,2,400,Y,180,0,0,0,0,0,NA,4,2010,WD,Normal,180000
113,77,9965,Pave,Inside,Norm,Norm,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,1264,GasA,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,Ex,10,1,BuiltIn,2007,Fin,3,792,Y,120,184,0,0,168,0,NA,10,2007,New,Partial,383970
114,NA,21000,Pave,Corner,Norm,Norm,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Mn,1809,GasA,TA,Y,SBrkr,2259,0,0,2259,1,0,2,1,Gd,7,2,Basment,1953,Unf,2,450,Y,166,120,192,0,0,0,MnPrv,10,2007,COD,Abnorml,217000
115,61,7259,Pave,Inside,Norm,Norm,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1028,GasA,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,Gd,9,1,Detchd,1945,Unf,1,180,Y,224,0,0,0,0,0,MnPrv,7,2007,WD,Normal,259500
116,34,3230,Pave,Corner,Norm,Norm,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,729,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,TA,5,1,Detchd,1999,Unf,2,440,Y,0,32,0,0,0,0,NA,6,2007,WD,Normal,176000
117,NA,11616,Pave,Inside,Norm,Norm,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1092,GasA,TA,Y,SBrkr,1092,0,0,1092,0,1,1,1,TA,6,1,Attchd,1962,Unf,1,288,Y,0,20,144,0,0,0,NA,9,2009,WD,Normal,139000
118,74,8536,Pave,Corner,Norm,Norm,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1125,GasA,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,TA,5,0,Attchd,2007,Unf,2,430,Y,80,64,0,0,0,0,NA,4,2007,New,Partial,155000
119,90,12376,Pave,Corner,Norm,Norm,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,PConc,Gd,TA,Mn,1673,GasA,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,1,Gd,11,2,Attchd,1990,Unf,3,594,Y,367,0,0,0,0,0,NA,5,2010,WD,Normal,320000
120,65,8461,Pave,Inside,Norm,Norm,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,Gd,8,1,Attchd,2005,Fin,2,390,Y,0,24,0,0,0,0,NA,7,2006,New,Partial,163990
121,NA,21453,Pave,CulDSac,Norm,Norm,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,CBlock,TA,TA,Gd,938,GasA,Ex,Y,SBrkr,988,0,0,988,1,0,1,1,TA,4,2,Attchd,1969,Unf,2,540,Y,0,130,0,130,0,0,NA,10,2006,WD,Normal,180000
122,50,6060,Pave,Inside,Norm,Norm,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,PConc,TA,TA,No,732,GasA,Gd,Y,SBrkr,772,351,0,1123,0,0,1,1,TA,4,0,Detchd,1979,Unf,1,264,P,0,0,140,0,0,0,MnPrv,6,2007,WD,Normal,100000
123,75,9464,Pave,Corner,Norm,Norm,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1080,GasA,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,1,TA,5,0,Attchd,1958,Unf,1,288,Y,0,0,0,0,130,0,NA,6,2008,WD,Normal,136000
124,55,7892,Pave,Inside,Norm,Norm,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,No,1199,GasA,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,1,Gd,5,0,Attchd,1993,RFn,2,530,Y,0,63,0,0,0,0,NA,3,2008,WD,Normal,153900
125,48,17043,Pave,CulDSac,Norm,Norm,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,Fa,No,1362,GasA,TA,Y,SBrkr,1586,0,0,1586,0,0,2,1,TA,7,1,Attchd,1979,Unf,2,435,Y,192,0,0,0,0,0,NA,1,2009,WD,Normal,181000
126,60,6780,Pave,Inside,Norm,Norm,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,520,GasA,Gd,N,SBrkr,520,0,234,754,1,0,1,1,TA,5,0,NA,NA,NA,0,0,N,53,0,0,0,0,0,NA,6,2006,WD,Normal,84500
127,NA,4928,Pave,Inside,Norm,Norm,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,1078,GasA,TA,Y,SBrkr,958,0,0,958,0,0,2,1,TA,5,1,Attchd,1977,RFn,2,440,Y,0,205,0,0,0,0,NA,2,2007,WD,Normal,128000
128,55,4388,Pave,Inside,Feedr,Norm,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,BrkTil,TA,TA,No,672,GasA,Ex,Y,SBrkr,840,0,0,840,0,0,1,1,TA,5,1,NA,NA,NA,0,0,N,0,0,0,0,0,0,NA,6,2007,WD,Normal,87000
129,69,7590,Pave,Inside,PosN,Norm,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,660,GasA,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,TA,6,1,Attchd,1966,RFn,2,453,Y,188,108,0,0,0,0,NA,7,2006,WD,Normal,155000
130,69,8973,Pave,Inside,Norm,Norm,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,1008,GasA,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,Ex,6,0,2Types,1998,RFn,2,750,Y,0,80,0,180,0,0,MnWw,7,2006,WD,Abnorml,150000
131,88,14200,Pave,Corner,Norm,Norm,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,924,GasA,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,Gd,8,2,Attchd,1966,Fin,2,487,Y,105,66,0,0,0,0,GdPrv,5,2006,WD,Normal,226000
132,NA,12224,Pave,Corner,Norm,Norm,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,992,GasA,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,Gd,7,1,BuiltIn,2000,RFn,2,390,Y,24,48,0,0,0,0,NA,7,2009,WD,Normal,244000
133,75,7388,Pave,Corner,Norm,Norm,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1063,GasA,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,1,Gd,7,0,Detchd,1974,Unf,2,624,Y,0,0,0,0,0,0,NA,7,2007,WD,Normal,150750
134,NA,6853,Pave,Inside,Norm,Norm,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1267,GasA,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,1,Gd,6,0,Attchd,2001,Fin,2,471,Y,192,25,0,0,0,0,NA,6,2009,WD,Normal,220000
135,78,10335,Pave,Inside,Norm,Norm,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,1461,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,TA,7,1,Attchd,1968,RFn,2,440,Y,0,96,180,0,0,0,MnPrv,7,2006,WD,Normal,180000
136,80,10400,Pave,Inside,Norm,Norm,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,PConc,TA,TA,No,1304,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,1,TA,7,1,Attchd,1970,Unf,2,530,Y,98,0,0,0,0,0,MnPrv,5,2008,WD,Normal,174000
137,NA,10355,Pave,Corner,Norm,Norm,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1214,GasA,TA,Y,SBrkr,1214,0,0,1214,0,0,2,1,TA,5,1,Attchd,1967,RFn,1,318,Y,0,111,0,0,0,0,NA,7,2007,WD,Normal,143000
138,82,11070,Pave,Inside,Norm,Norm,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1907,GasA,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,2,TA,9,0,2Types,1989,Unf,3,766,Y,0,0,0,0,0,0,NA,7,2006,WD,Family,171000
139,73,9066,Pave,Inside,Norm,Norm,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,Gd,7,2,Attchd,1999,Fin,3,660,Y,224,106,0,0,0,0,GdPrv,12,2008,WD,Normal,230000
140,65,15426,Pave,Inside,Norm,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,Gd,7,0,Attchd,1997,RFn,2,470,Y,276,99,0,0,0,0,MnPrv,8,2009,WD,Normal,231500
141,70,10500,Pave,FR2,Norm,Norm,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,1,TA,5,1,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,4,2010,ConLI,Normal,115000
142,78,11645,Pave,Inside,Norm,Norm,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,1,Gd,7,0,Attchd,2005,Fin,2,660,Y,160,24,0,0,0,0,NA,1,2006,WD,Normal,260000
143,71,8520,Pave,Corner,Artery,Norm,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,1,TA,6,0,Detchd,2000,Unf,2,720,Y,0,0,0,0,0,0,MnPrv,6,2010,WD,Normal,166000
144,78,10335,Pave,Inside,Norm,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,1490,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,1,Gd,6,0,Attchd,1999,RFn,2,577,Y,144,29,0,0,0,0,NA,6,2009,WD,Normal,204000
145,70,9100,Pave,Inside,RRAe,Norm,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,2,TA,10,0,Detchd,1963,Unf,2,504,Y,0,0,0,0,0,0,NA,11,2006,ConLI,Abnorml,125000
146,24,2522,Pave,Inside,Norm,Norm,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,1,Gd,7,0,Detchd,2004,Unf,2,380,Y,0,40,0,0,0,0,NA,4,2006,WD,Normal,130000
147,51,6120,Pave,Corner,Norm,Norm,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,1,TA,5,0,Detchd,1931,Unf,1,180,Y,48,0,0,0,0,0,NA,11,2009,WD,Normal,105000
148,NA,9505,Pave,CulDSac,Norm,Norm,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,Gd,8,1,BuiltIn,2001,Fin,2,434,Y,144,48,0,0,0,0,NA,5,2010,WD,Normal,222500
149,63,7500,Pave,Inside,Norm,Norm,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,1,Gd,6,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,4,2008,WD,Normal,141000
150,NA,6240,Pave,Inside,Norm,Norm,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Gd,TA,No,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,1,TA,7,0,Detchd,1936,Unf,1,240,Y,200,114,0,0,0,0,NA,4,2006,WD,Normal,115000
151,120,10356,Pave,Corner,Norm,Norm,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,TA,5,0,Attchd,1975,Unf,2,440,Y,0,0,0,0,0,0,MnPrv,1,2007,WD,Normal,122000
152,107,13891,Pave,Inside,Norm,Norm,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,1,Gd,6,1,Attchd,2007,RFn,3,866,Y,0,102,0,0,0,0,NA,1,2008,New,Partial,372402
153,NA,14803,Pave,CulDSac,Norm,Norm,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,825,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,TA,8,1,Attchd,1971,RFn,2,495,Y,0,66,0,0,0,0,GdWo,6,2006,WD,Normal,190000
154,NA,13500,Pave,Inside,Norm,Norm,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,CBlock,Gd,TA,Gd,1602,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,1,TA,4,1,Attchd,1960,RFn,2,564,Y,409,0,0,0,0,0,NA,3,2008,WD,Normal,235000
155,84,11340,Pave,Corner,Norm,Norm,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,1200,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,1,TA,7,0,Detchd,1923,Unf,1,312,Y,0,0,228,0,0,0,NA,3,2006,WD,Family,125000
156,60,9600,Pave,Corner,Artery,Norm,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,572,Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,1,TA,5,0,NA,NA,NA,0,0,N,0,8,128,0,0,0,NA,4,2008,WD,Normal,79000
157,60,7200,Pave,Inside,Norm,Norm,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,NA,NA,NA,0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,1,TA,5,0,Detchd,1950,Unf,2,625,Y,0,0,0,0,0,0,NA,6,2006,WD,Normal,109500
158,92,12003,Pave,Corner,Norm,Norm,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,Ex,8,1,BuiltIn,2009,Fin,3,680,Y,0,75,0,0,0,0,NA,5,2010,New,Partial,269500
159,100,12552,Pave,Corner,Norm,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,Gd,8,1,Attchd,2004,RFn,2,678,Y,0,136,0,0,0,0,GdWo,5,2010,WD,Normal,254900
160,134,19378,Pave,Corner,Norm,Norm,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1392,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,Gd,9,1,Attchd,2006,RFn,2,576,Y,239,132,0,168,0,0,NA,3,2006,New,Partial,320000
161,NA,11120,Pave,CulDSac,Norm,Norm,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,No,1232,GasA,TA,Y,SBrkr,1232,0,0,1232,0,0,2,1,TA,6,0,Attchd,1984,Unf,2,516,Y,0,0,0,0,0,0,NA,6,2008,WD,Normal,162500
